config_id,map_id,mode_id,map_config_name,map_resid,mapab_tex_ref,mapab_tex_ref_ios,waiting_map_name,waitingisland_gametime,waiting_map_resid,bin_file,mini_map_lockey,map_bg_sprite,mode_map_resid,mode_dep_ab,nav_type,nav_name,is_open,big_map_bg_sprite,show_position_res,isnojumping,isno_waitingmap,is_no_safezone,opening_sound_ID,map_dlc_config_res
4201,4,201,PVP_Sonoran_RoomFate,SCENE_PVP_SONORAN,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Sonoran,TXT_MINIMAP_4_RESNAME,Icon_Map_Sonoran_Fate,SCENE_PVP_SONORAN_MODE_BATTLEROYALE,,1,PVP_Sonoran,true,,UI_INTROSHOW_SONORAN,,,,,INGAME_SONORAN_GRASSINST_OBJ;INGAME_SONORAN_GRASSCELL_OBJ
3201,3,201,PVP_Azores_RoomFate,SCENE_PVP_AZORES,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Azores,TXT_MINIMAP_2_RESNAME,Icon_Map_Azores_Fate,SCENE_PVP_AZORES_MODE_FATEROYALE,,1,PVP_Azores,true,,UI_WINNER_SHOWCASE_POSLIST_AZORES,,,,,
4032,4,32,PVP_Sonoran_Control,SCENE_PVP_SONORAN,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Sonoran,TXT_MINIMAP_4_RESNAME,Icon_Map_Sonoran_Fate,SCENE_PVP_SONORAN_MODE_CONTROL,,1,PVP_Sonoran,true,,UI_INTROSHOW_SONORAN,true,true,,,INGAME_SONORAN_GRASSINST_OBJ;INGAME_SONORAN_GRASSCELL_OBJ
4033,4,33,PVP_Sonoran_Banknote,SCENE_PVP_SONORAN,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Sonoran,TXT_MINIMAP_4_RESNAME,Icon_Map_Sonoran_Fate,SCENE_PVP_SONORAN_MODE_BANKNOTE,,1,PVP_Sonoran,true,,UI_INTROSHOW_SONORAN,true,true,,,INGAME_SONORAN_GRASSINST_OBJ;INGAME_SONORAN_GRASSCELL_OBJ
4034,4,34,PVP_Sonoran_TeamArmsRace,SCENE_PVP_SONORAN,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Sonoran,TXT_MINIMAP_3_RESNAME,Icon_Map_Sonoran,SCENE_PVP_SONORAN_MODE_TEAMARMSRACE,,1,PVP_Sonoran,true,,UI_INTROSHOW_SONORAN,true,true,,,INGAME_SONORAN_GRASSINST_OBJ;INGAME_SONORAN_GRASSCELL_OBJ
1033,1,33,PVP_Paradise_Banknote,SCENE_PVP_PARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Paradise,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_PARADISE_MODE_BANKNOTE,,1,PVP_Paradise,true,,UI_INTROSHOW_PARADISE,true,true,,,
5033,5,33,PVP_NeoParadise_Banknote,SCENE_PVP_NEOPARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise,TXT_MINIMAP_1_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MODE_BANKNOTE,,1,PVP_NeoParadise,true,,UI_WINNER_SHOWCASE_POSLIST_NEOPARADISE,true,true,,,INGAME_NEOPARADISE_GRASSINST_OBJ;INGAME_NEOPARADISE_GRASSCELL_OBJ
1036,1,36,PVP_Paradise_CSStrikeOut,SCENE_PVP_PARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Paradise,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_PARADISE_MODE_CSStrikeOut,,1,PVP_Paradise,true,,UI_INTROSHOW_PARADISE,true,true,,,
4035,4,35,PVP_Sonoran_ADS,SCENE_PVP_SONORAN,,,PVP_WaitingIsland,25,SCENE_BATTLE_WAITING,PVP_Sonoran,TXT_MINIMAP_4_RESNAME,Icon_Map_Sonoran,SCENE_PVP_SONORAN_MODE_ADSPACE,,1,PVP_Sonoran,true,,UI_INTROSHOW_SONORAN,true,true,,,INGAME_SONORAN_GRASSINST_OBJ;INGAME_SONORAN_GRASSCELL_OBJ
3015,3,15,PVP_Azores_CS,SCENE_PVP_AZORES,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Azores,TXT_MINIMAP_2_RESNAME,Icon_Map_Azores,SCENE_PVP_AZORES_MODE_CS,,1,PVP_Azores,true,,UI_WINNER_SHOWCASE_POSLIST_AZORES,true,true,,,
5034,5,34,PVP_NeoParadise_TeamArmsRace,SCENE_PVP_NEOPARADISE,PVP_NeoParadise_ABSceneTexRefInfo,PVP_NeoParadise_ABSceneTexRefInfo_IOS,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise,TXT_MINIMAP_4_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MODE_TEAMARMSRACE,,1,PVP_NeoParadise,true,,UI_INTROSHOW_SONORAN,true,true,,,INGAME_NEOPARADISE_GRASSINST_OBJ;INGAME_NEOPARADISE_GRASSCELL_OBJ
5024,5,24,PVP_NeoParadise_TDM,SCENE_PVP_NEOPARADISE,PVP_NeoParadise_ABSceneTexRefInfo,PVP_NeoParadise_ABSceneTexRefInfo_IOS,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise,TXT_MINIMAP_4_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MODE_TDM,,1,PVP_NeoParadise,true,,UI_WINNER_SHOWCASE_POSLIST_NEOPARADISE,true,true,,,INGAME_NEOPARADISE_GRASSINST_OBJ;INGAME_NEOPARADISE_GRASSCELL_OBJ
21024,21,24,PVP_NeoParadise_MAX_TDM,SCENE_PVP_NEOPARADISE_MAX,PVP_NeoParadise_ABSceneTexRefInfo,PVP_NeoParadise_ABSceneTexRefInfo_IOS,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise_MAX,TXT_MINIMAP_4_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MAX_MODE_TDM,optionalmap_max_res,1,PVP_NeoParadise_MAX,true,,UI_WINNER_SHOWCASE_POSLIST_NEOPARADISE,true,true,,,INGAME_MAX_GRASSINST_OBJ;INGAME_MAX_GRASSCELL_OBJ
8037,8,37,PVP_Skeld_WereWolves,SCENE_PVP_SKELD,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Skeld_WereWolves,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,,optionalwerewolves_res,1,PVP_Skeld,TRUE,,UI_INTROSHOW_PARADISE,TRUE,TRUE,,,
9038,9,38,PVP_4th_Anniversary_Party,SCENE_PVP_PARTYISLAND,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_PartyIsland,TXT_MINIMAP_1_RESNAME,,,,1,PVP_PartyIsland,true,,UI_INTROSHOW_PARADISE,true,true,true,,
10015,10,15,PVP_Workshop_CS,SCENE_PVP_WORKSHOP,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Workshop,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_WORKSHOP_MODE_CS,,1,PVP_Workshop,true,,UI_INTROSHOW_PARADISE,true,true,,,
21001,21,1,PVP_NeoParadise_MAX,SCENE_PVP_NEOPARADISE_MAX,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise_MAX,TXT_MINIMAP_4_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MAX_MODE_BATTLEROYALE,optionalmap_max_res,1,PVP_NeoParadise_MAX,true,,UI_WINNER_SHOWCASE_POSLIST_NEOPARADISE,,,,,INGAME_MAX_GRASSINST_OBJ;INGAME_MAX_GRASSCELL_OBJ
1039,1,39,PVP_Paradise_FourSymbols,SCENE_PVP_PARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Paradise,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_PARADISE_MODE_BATTLEROYALE,,1,PVP_Paradise,true,,UI_INTROSHOW_PARADISE,,,,,
1040,1,40,PVP_Paradise_Tutorial,SCENE_PVP_PARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Paradise,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_PARADISE_MODE_BATTLEROYALE,,1,PVP_Paradise,true,,UI_INTROSHOW_PARADISE,true,true,,,
1041,1,41,PVP_Paradise_CSTutorial,SCENE_PVP_PARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Paradise,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_PARADISE_MODE_CS,,1,PVP_Paradise,true,,UI_INTROSHOW_PARADISE,true,true,,,
1042,1,42,PVP_Paradise_GuildWar,SCENE_PVP_PARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Paradise,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_PARADISE_MODE_GUILDWAR,,1,PVP_Paradise,true,,UI_WINNER_SHOWCASE_POSLIST_PARADISE,true,true,,,
11043,11,43,PVP_CrossRoad_FightClub,SCENE_PVP_CROSSROAD,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_CrossRoad_FightClub,,Icon_Map_Paradise,SCENE_PVP_CROSSROAD_MODE_FIGHTCLUB,,1,PVP_CrossRoad,true,,UI_INTROSHOW_PARADISE,true,true,,,
12044,12,44,PVP_Wonderland_Rushingpets,SCENE_PVP_WONDERLAND,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Wonderland_Rushingpets,,Icon_Map_Paradise,SCENE_PVP_WONDERLAND_MODE_RUSHINGPETS,optionalrunshingpets_res,1,PVP_Wonderland,TRUE,,,TRUE,TRUE,TRUE,,
18051,18,51,PVP_HappyFriday,SCENE_HAPPYFRIDAY,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_HappyFriday,,Icon_Map_Paradise,SCENE_HAPPYFRIDAY_MODE_HAPPYFRIDAY,,1,PVP_HappyFriday,TRUE,,,TRUE,TRUE,TRUE,,
13027,13,27,PVP_RushB_Bomb,SCENE_PVP_RUSHB,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_RushB,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_RUSHB_MODE_BOMB,,1,PVP_RushB,TRUE,,,TRUE,TRUE,,,
15027,15,27,PVP_NewBlast_Bomb,SCENE_PVP_NEWBLAST,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NewBlast_Bomb,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_NEWBLAST_MODE_BOMB,,1,PVP_NewBlast,TRUE,,,TRUE,TRUE,,,
5039,5,39,PVP_NeoParadise_FourSymbols,SCENE_PVP_NEOPARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise,TXT_MINIMAP_4_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MODE_BATTLEROYALE,,1,PVP_NeoParadise,true,,UI_WINNER_SHOWCASE_POSLIST_NEOPARADISE,,,,,INGAME_NEOPARADISE_GRASSINST_OBJ;INGAME_NEOPARADISE_GRASSCELL_OBJ
21003,21,3,PVP_NeoParadise_MAX_Fate,SCENE_PVP_NEOPARADISE_MAX,PVP_NeoParadise_ABSceneTexRefInfo,PVP_NeoParadise_ABSceneTexRefInfo_IOS,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise_MAX,TXT_MINIMAP_4_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MAX_MODE_FATEROYALE,optionalmap_max_res,1,PVP_NeoParadise_MAX,true,,UI_WINNER_SHOWCASE_POSLIST_NEOPARADISE,,,,,INGAME_MAX_GRASSINST_OBJ;INGAME_MAX_GRASSCELL_OBJ
21015,21,15,PVP_NeoParadise_MAX_CS,SCENE_PVP_NEOPARADISE_MAX,PVP_NeoParadise_ABSceneTexRefInfo,PVP_NeoParadise_ABSceneTexRefInfo_IOS,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise_MAX,TXT_MINIMAP_4_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MAX_MODE_CS,optionalmap_max_res,1,PVP_NeoParadise_MAX,true,,UI_WINNER_SHOWCASE_POSLIST_NEOPARADISE,true,true,,,INGAME_MAX_GRASSINST_OBJ;INGAME_MAX_GRASSCELL_OBJ
5028,5,28,PVP_NeoParadise_Token,SCENE_PVP_NEOPARADISE,PVP_NeoParadise_ABSceneTexRefInfo,PVP_NeoParadise_ABSceneTexRefInfo_IOS,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_NeoParadise,TXT_MINIMAP_4_RESNAME,Icon_Map_NeoParadise,SCENE_PVP_NEOPARADISE_MODE_TOKEN,,1,PVP_NeoParadise,true,,UI_WINNER_SHOWCASE_POSLIST_NEOPARADISE,true,true,,,INGAME_NEOPARADISE_GRASSINST_OBJ;INGAME_NEOPARADISE_GRASSCELL_OBJ
10045,10,45,PVP_Workshop_UGCparty,SCENE_PVP_WORKSHOP,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Workshop,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_WORKSHOP_MODE_UGCparty,,1,PVP_Workshop,true,,UI_INTROSHOW_PARADISE,true,true,,,
14001,14,1,PVP_Shangrila,SCENE_PVP_SHANGRILA,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Shangrila,TXT_MINIMAP_1_RESNAME,Icon_Map_Shangrila,SCENE_PVP_SHANGRILA_MODE_BATTLEROYALE,,1,PVP_Shangrila,true,,UI_WINNER_SHOWCASE_POSLIST_SHANGRILA,,,,SOUND_OPENING_BR,INGAME_SHANGRILA_GRASSINST_OBJ;INGAME_SHANGRILA_GRASSCELL_OBJ
1048,1,48,PVP_Paradise_FateRoyale_CombineWeapon,SCENE_PVP_PARADISE,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Paradise,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise_Fate,SCENE_PVP_PARADISE_MODE_FATEROYALE,,1,PVP_Paradise,true,,UI_WINNER_SHOWCASE_POSLIST_PARADISE,,,,,
14048,14,48,PVP_Shangrila_FateRoyale_CombineWeapon,SCENE_PVP_SHANGRILA,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Shangrila,TXT_MINIMAP_1_RESNAME,Icon_Map_Shangrila,SCENE_PVP_SHANGRILA_MODE_BATTLEROYALE,,1,PVP_Shangrila,true,,UI_WINNER_SHOWCASE_POSLIST_SHANGRILA,,,,,INGAME_SHANGRILA_GRASSINST_OBJ;INGAME_SHANGRILA_GRASSCELL_OBJ
14015,14,15,PVP_Shangrila_CS,SCENE_PVP_SHANGRILA,,,PVP_WaitingIsland,25,SCENE_BATTLE_WAITING,PVP_Shangrila,TXT_MINIMAP_1_RESNAME,Icon_Map_Shangrila,SCENE_PVP_SHANGRILA_MODE_CS,,1,PVP_Shangrila,true,,UI_WINNER_SHOWCASE_POSLIST_SHANGRILA,true,true,,,INGAME_SHANGRILA_GRASSINST_OBJ;INGAME_SHANGRILA_GRASSCELL_OBJ
10024,10,24,PVP_Workshop_TDM,SCENE_PVP_WORKSHOP,,,PVP_WaitingIsland,,SCENE_BATTLE_WAITING,PVP_Workshop,TXT_MINIMAP_1_RESNAME,Icon_Map_Paradise,SCENE_PVP_WORKSHOP_MODE_TDM,,1,PVP_Workshop,true,,UI_INTROSHOW_PARADISE,true,true,,,
