ItemID,SortID,SourceType,Name,Desc,AnimationMaleID,AnimationFemaleID,PropID,PropIDLeft,PropIDRight,PropIDHead,result_random,InGameIcon,VFXMaleIngame,VFXMaleSystem,VFXFemaleIngame,VFXFemaleSystem,IsLeadEmote,IsLeadEmoteIngame,HideClothEffectSlots,SFXResourceId
909000033,1,9,T_18_R_EMOTE_FLAILINGSWAG_NAME,T_18_R_EMOTE_FLAILINGSWAG_DESC,INGAME_ANIMATION_EMOTE_MALE_FLAILINGSWAG,INGAME_ANIMATION_EMOTE_FEMALE_FLAILINGSWAG,,,,,,,,,,,,,,
909000034,1,9,T_18_R_EMOTE_BATTLEFLAG_NAME,T_18_R_EMOTE_BATTLEFLAG_DESC,INGAME_ANIMATION_EMOTE_MALE_BATTLEFLAG,INGAME_ANIMATION_EMOTE_FEMALE_BATTLEFLAG,,,,,,,,,,,,,,
909000036,1,9,T_18_R_EMOTE_DJMAN_NAME,T_18_R_EMOTE_DJMAN_DESC,INGAME_ANIMATION_EMOTE_MALE_DJMAN,INGAME_ANIMATION_EMOTE_FEMALE_DJMAN,,,PROP_MICROPHONE,,,,,,,,,,,
909000037,1,9,T_19_R_EMOTE_ANTONIO_NAME,T_19_R_EMOTE_ANTONIO_DESC,INGAME_ANIMATION_EMOTE_MALE_ANTONIO,INGAME_ANIMATION_EMOTE_FEMALE_ANTONIO,,,,,,,,,,,,,,
909000038,1,9,T_19_R_EMOTE_MOCO_NAME,T_19_R_EMOTE_MOCO_DESC,INGAME_ANIMATION_EMOTE_MALE_MOCO,INGAME_ANIMATION_EMOTE_FEMALE_MOCO,,PROP_MONEYGUN,PROP_MONEYGUN,,,,,,,,,,,
909000039,1,9,T_19_R_EMOTE_KELLY_NAME,T_19_R_EMOTE_KELLY_DESC,INGAME_ANIMATION_EMOTE_MALE_KELLY,INGAME_ANIMATION_EMOTE_FEMALE_KELLY,,,,,,,,,,,,,,
909000040,1,5,T_19_R_EMOTE_MIGUEL_NAME,T_19_R_EMOTE_MIGUEL_DESC,INGAME_ANIMATION_EMOTE_MALE_MIGUEL,INGAME_ANIMATION_EMOTE_FEMALE_MIGUEL,,,,,,,,,,,,,,
909000041,1,9,T_19_R_EMOTE_KONGFU_NAME,T_19_R_EMOTE_KONGFU_DESC,INGAME_ANIMATION_EMOTE_MALE_KONGFU,INGAME_ANIMATION_EMOTE_FEMALE_KONGFU,,,,,,,,,,,,,,
909000042,1,5,T_20_R_EMOTE_SALTBAE_NAME,T_20_R_EMOTE_SALTBAE_DESC,INGAME_ANIMATION_EMOTE_MALE_SALTBAE,INGAME_ANIMATION_EMOTE_FEMALE_SALTBAE,,,,,,,,,,,,,,
909000043,1,5,T_20_R_EMOTE_STRIKEPOSE1_NAME,T_20_R_EMOTE_STRIKEPOSE1_DESC,INGAME_ANIMATION_EMOTE_MALE_STRIKEPOSE1,INGAME_ANIMATION_EMOTE_FEMALE_STRIKEPOSE1,,,,,,,,,,,,,,
909000044,1,9,T_20_R_EMOTE_SWANS_NAME,T_20_R_EMOTE_SWANS_DESC,INGAME_ANIMATION_EMOTE_MALE_SWANS,INGAME_ANIMATION_EMOTE_FEMALE_SWANS,,,,,,,,,,,,,,
909000045,1,9,T_20_R_EMOTE_LOVEHEART_NAME,T_20_R_EMOTE_LOVEHEART_DESC,INGAME_ANIMATION_EMOTE_MALE_LOVEHEART,INGAME_ANIMATION_EMOTE_FEMALE_LOVEHEART,,,,,,,,,,,,,,
909000046,1,9,T_21_R_EMOTE_DRINKTEA_NAME,T_21_R_EMOTE_DRINKTEA_DESC,INGAME_ANIMATION_EMOTE_MALE_DRINKTEA,INGAME_ANIMATION_EMOTE_FEMALE_DRINKTEA,,,,,,,,,,,,,,
909000047,1,9,T_21_R_EMOTE_HITDEMFOLKS_NAME,T_21_R_EMOTE_HITDEMFOLKS_DESC,INGAME_ANIMATION_EMOTE_MALE_HITDEMFOLKS,INGAME_ANIMATION_EMOTE_FEMALE_HITDEMFOLKS,,,,,,,,,,,,,,
909000048,1,5,T_21_R_EMOTE_SORROW_NAME,T_21_R_EMOTE_SORROW_DESC,INGAME_ANIMATION_EMOTE_MALE_SORROW,INGAME_ANIMATION_EMOTE_FEMALE_SORROW,,,,,,,,,,,,,,
909000049,1,9,T_21_R_EMOTE_WHIRLING_NAME,T_21_R_EMOTE_WHIRLING_DESC,INGAME_ANIMATION_EMOTE_MALE_WHIRLING,INGAME_ANIMATION_EMOTE_FEMALE_WHIRLING,,,,,,,,,,,,,,
909000051,1,9,T_22_R_EMOTE_SHIMMY_NAME,T_22_R_EMOTE_SHIMMY_DESC,INGAME_ANIMATION_EMOTE_MALE_SHIMMY,INGAME_ANIMATION_EMOTE_FEMALE_SHIMMY,,,,,,,,,,,,,,
909000052,1,9,T_22_R_EMOTE_DANCEWITHDOG_NAME,T_22_R_EMOTE_DANCEWITHDOG_DESC,INGAME_ANIMATION_EMOTE_MALE_DANCEWITHDOG,INGAME_ANIMATION_EMOTE_FEMALE_DANCEWITHDOG,,,,,,,,,,,,,,
909000053,1,9,T_22_R_EMOTE_GLITCH_NAME,T_22_R_EMOTE_GLITCH_DESC,INGAME_ANIMATION_EMOTE_MALE_GLITCH,INGAME_ANIMATION_EMOTE_FEMALE_GLITCH,,,,,,,,,,,,,,
909000054,1,5,T_22_R_EMOTE_LASSO_NAME,T_22_R_EMOTE_LASSO_DESC,INGAME_ANIMATION_EMOTE_MALE_LASSO,INGAME_ANIMATION_EMOTE_FEMALE_LASSO,,,,,,,,,,,,,,
909000055,1,9,T_23_R_EMOTE_JUMPSUIT1_NAME,T_23_R_EMOTE_JUMPSUIT1_DESC,INGAME_ANIMATION_EMOTE_MALE_JUMPSUIT1,INGAME_ANIMATION_EMOTE_FEMALE_JUMPSUIT1,,,,,,,,,,,,,,
909000056,1,9,T_23_R_EMOTE_JUMPSUIT2_NAME,T_23_R_EMOTE_JUMPSUIT2_DESC,INGAME_ANIMATION_EMOTE_MALE_JUMPSUIT2,INGAME_ANIMATION_EMOTE_FEMALE_JUMPSUIT2,,,,,,,,,,,,,,
909000057,1,5,T_23_R_EMOTE_DUSTOFF_NAME,T_23_R_EMOTE_DUSTOFF_DESC,INGAME_ANIMATION_EMOTE_MALE_DUSTOFF,INGAME_ANIMATION_EMOTE_FEMALE_DUSTOFF,,,,,,,,,,,,,,
909000058,1,9,T_24_R_EMOTE_PROFESSOR_NAME,T_24_R_EMOTE_PROFESSOR_DESC,INGAME_ANIMATION_EMOTE_MALE_PROFESSOR,INGAME_ANIMATION_EMOTE_FEMALE_PROFESSOR,,,,,,,,,,,,,,
909000059,1,9,T_24_R_EMOTE_FIGHT_NAME,T_24_R_EMOTE_FIGHT_DESC,INGAME_ANIMATION_EMOTE_MALE_FIGHT,INGAME_ANIMATION_EMOTE_FEMALE_FIGHT,,,,,,,,,,,,,,
909000060,1,9,T_24_R_EMOTE_BOOYAHDAY_NAME,T_24_R_EMOTE_BOOYAHDAY_DESC,INGAME_ANIMATION_EMOTE_MALE_BOOYAHDAY,INGAME_ANIMATION_EMOTE_FEMALE_BOOYAHDAY,,,,,,INGAME_EMOTE_02,INGAME_VFX_EMOTE_MALE_BOOYAHDAY,LOBBY_VFX_EMOTE_MALE_BOOYAHDAY,INGAME_VFX_EMOTE_FEMALE_BOOYAHDAY,LOBBY_VFX_EMOTE_FEMALE_BOOYAHDAY,,,,
909000061,1,9,T_24_R_EMOTE_BHANGRA_NAME,T_24_R_EMOTE_BHANGRA_DESC,INGAME_ANIMATION_EMOTE_MALE_BHANGRA,INGAME_ANIMATION_EMOTE_FEMALE_BHANGRA,,,,,,,,,,,,,,
909000062,1,5,T_24_R_EMOTE_ELABORATEBOW_NAME,T_24_R_EMOTE_ELABORATEBOW_DESC,INGAME_ANIMATION_EMOTE_MALE_ELABORATEBOW,INGAME_ANIMATION_EMOTE_FEMALE_ELABORATEBOW,,,,,,,,,,,,,,
909000063,1,9,T_24_R_EMOTE_EVILDRAGON_NAME,T_24_R_EMOTE_EVILDRAGON_DESC,INGAME_ANIMATION_EMOTE_MALE_EVILDRAGON,INGAME_ANIMATION_EMOTE_FEMALE_EVILDRAGON,,,,,,,INGAME_VFX_EMOTE_MALE_EVILDRAGON,LOBBY_VFX_EMOTE_MALE_EVILDRAGON,INGAME_VFX_EMOTE_FEMALE_EVILDRAGON,LOBBY_VFX_EMOTE_FEMALE_EVILDRAGON,,,,
909000064,1,9,T_25_R_EMOTE_SMILE_NAME,T_25_R_EMOTE_SMILE_DESC,INGAME_ANIMATION_EMOTE_MALE_SMILE,INGAME_ANIMATION_EMOTE_FEMALE_SMILE,,,,,,,,,,,,,,
909000065,1,9,T_25_R_EMOTE_BOUNTYDANCE_NAME,T_25_R_EMOTE_BOUNTYDANCE_DESC,INGAME_ANIMATION_EMOTE_MALE_BOUNTYDANCE,INGAME_ANIMATION_EMOTE_FEMALE_BOUNTYDANCE,,,,,,,,,,,,,,
909000066,1,9,T_25_R_EMOTE_BOUNTYJUMP_NAME,T_25_R_EMOTE_BOUNTYJUMP_DESC,INGAME_ANIMATION_EMOTE_MALE_BOUNTYJUMP,INGAME_ANIMATION_EMOTE_FEMALE_BOUNTYJUMP,,,,,,,,,,,,,,
909000067,1,9,T_25_R_EMOTE_PUNCH_NAME,T_25_R_EMOTE_PUNCH_DESC,INGAME_ANIMATION_EMOTE_MALE_MEGAPUNCH_PUNCH,INGAME_ANIMATION_EMOTE_FEMALE_MEGAPUNCH_PUNCH,,,,,,,,,,,,,,
909000068,1,9,T_25_R_EMOTE_SHARK_NAME,T_25_R_EMOTE_SHARK_DESC,INGAME_ANIMATION_EMOTE_MALE_SHARK,INGAME_ANIMATION_EMOTE_FEMALE_SHARK,,,,,,,INGAME_VFX_EMOTE_MALE_SHARK,LOBBY_VFX_EMOTE_MALE_SHARK,INGAME_VFX_EMOTE_FEMALE_SHARK,LOBBY_VFX_EMOTE_FEMALE_SHARK,,,,
909000069,1,9,T_25_R_EMOTE_FOOTBALL_NAME,T_25_R_EMOTE_FOOTBALL_DESC,INGAME_ANIMATION_EMOTE_MALE_FOOTBALL,INGAME_ANIMATION_EMOTE_FEMALE_FOOTBALL,,,,,,,,,,,,,,
909000070,1,5,T_26_R_EMOTE_KARATE_NAME,T_26_R_EMOTE_KARATE_DESC,INGAME_ANIMATION_EMOTE_MALE_KARATE,INGAME_ANIMATION_EMOTE_FEMALE_KARATE,,,,,,,,,,,,,,
909000071,1,9,T_26_R_EMOTE_COBRA_LEAD_NAME,T_26_R_EMOTE_COBRA_LEAD_DESC,INGAME_ANIMATION_EMOTE_MALE_COBRA_LEAD,INGAME_ANIMATION_EMOTE_FEMALE_COBRA_LEAD,,,,,,,,,,,1,1,,
909000072,1,9,T_26_R_EMOTE_COBRA_BOOYAH_NAME,T_26_R_EMOTE_COBRA_BOOYAH_DESC,INGAME_ANIMATION_EMOTE_MALE_COBRA_BOOYAH,INGAME_ANIMATION_EMOTE_FEMALE_COBRA_BOOYAH,,,,,,,,,,,,,3,
909000073,1,9,T_26_R_EMOTE_COBRA_HITFLOOR_NAME,T_26_R_EMOTE_COBRA_HITFLOOR_DESC,INGAME_ANIMATION_EMOTE_MALE_COBRA_HITFLOOR,INGAME_ANIMATION_EMOTE_FEMALE_COBRA_HITFLOOR,,,,,,,,,,,,,,
909000074,1,9,T_26_R_EMOTE_COBRA_BICYCLE_NAME,T_26_R_EMOTE_COBRA_BICYCLE_DESC,INGAME_ANIMATION_EMOTE_MALE_COBRA_BICYCLE,INGAME_ANIMATION_EMOTE_FEMALE_COBRA_BICYCLE,,,,,,,,,,,,,,
909000075,1,9,T_26_R_EMOTE_COBRA_MP40_NAME,T_26_R_EMOTE_COBRA_MP40_DESC,INGAME_ANIMATION_EMOTE_MALE_COBRA_MP40,INGAME_ANIMATION_EMOTE_FEMALE_COBRA_MP40,,,,,,,FF_VFX_Emote_Male_Cos_Cobra_MP40,FF_VFX_Emote_Male_Cos_Cobra_MP40_Lobby,FF_VFX_Emote_Female_Cos_Cobra_MP40,FF_VFX_Emote_Female_Cos_Cobra_MP40_Lobby,,,,
909000076,1,9,T_26_R_EMOTE_ONEARM_NAME,T_26_R_EMOTE_ONEARM_DESC,INGAME_ANIMATION_EMOTE_MALE_ONEARM,INGAME_ANIMATION_EMOTE_FEMALE_ONEARM,,,,,,,,,,,,,,
909000077,1,9,T_26_R_EMOTE_SUPERSTAR_NAME,T_26_R_EMOTE_SUPERSTAR_DESC,INGAME_ANIMATION_EMOTE_MALE_SUPERSTAR,INGAME_ANIMATION_EMOTE_FEMALE_SUPERSTAR,,,,,,,,,,,,,,
909000078,1,9,T_27_R_EMOTE_BALLOON_NAME,T_27_R_EMOTE_BALLOON_DESC,INGAME_ANIMATION_EMOTE_MALE_BALLOON,INGAME_ANIMATION_EMOTE_FEMALE_BALLOON,,,,,,,,,,,,,,
909000079,1,9,T_27_R_EMOTE_BOXER_NAME,T_27_R_EMOTE_BOXER_DESC,INGAME_ANIMATION_EMOTE_MALE_BOXER,INGAME_ANIMATION_EMOTE_FEMALE_BOXER,,,,,,,,,,,,,,
909000080,1,9,T_27_R_EMOTE_FFCC2021_NAME,T_27_R_EMOTE_FFCC2021_DESC,INGAME_ANIMATION_EMOTE_MALE_FFCC2021,INGAME_ANIMATION_EMOTE_FEMALE_FFCC2021,,,,,,,,,,,,,,
909000081,1,9,T_27_R_EMOTE_DRAGON_NAME,T_27_R_EMOTE_DRAGON_DESC,INGAME_ANIMATION_EMOTE_MALE_DRAGON,INGAME_ANIMATION_EMOTE_FEMALE_DRAGON,,,,,,,INGAME_VFX_EMOTE_MALE_DRAGON,LOBBY_VFX_EMOTE_MALE_DRAGON,INGAME_VFX_EMOTE_FEMALE_DRAGON,LOBBY_VFX_EMOTE_FEMALE_DRAGON,,,,
909000082,1,5,T_27_R_EMOTE_TWIRLTIPTOE_NAME,T_27_R_EMOTE_TWIRLTIPTOE_DESC,INGAME_ANIMATION_EMOTE_MALE_TWIRLTIPTOE,INGAME_ANIMATION_EMOTE_FEMALE_TWIRLTIPTOE,,,,,,,,,,,,,,
909000083,1,9,T_27_R_EMOTE_GREETING_NAME,T_27_R_EMOTE_GREETING_DESC,INGAME_ANIMATION_EMOTE_MALE_GREETING,INGAME_ANIMATION_EMOTE_FEMALE_GREETING,,,,,,,,,,,,,,
909000084,1,5,T_28_R_EMOTE_ZOMBIERISE_NAME,T_28_R_EMOTE_ZOMBIERISE_DESC,INGAME_ANIMATION_EMOTE_MALE_ZOMBIERISE,INGAME_ANIMATION_EMOTE_FEMALE_ZOMBIERISE,,,,,,,,,,,,,,
909000085,1,9,T_28_R_EMOTE_THUNDER_NAME,T_28_R_EMOTE_THUNDER_DESC,INGAME_ANIMATION_EMOTE_MALE_THUNDER,INGAME_ANIMATION_EMOTE_FEMALE_THUNDER,,,,,,,FF_VFX_Emote_Male_Cos_Thunder_XM8,FF_VFX_Emote_Male_Cos_Thunder_XM8_Lobby,FF_VFX_Emote_Female_Cos_Thunder_XM8,FF_VFX_Emote_Female_Cos_Thunder_XM8_Lobby,,,,
909000086,1,9,T_28_R_EMOTE_RAMPAGE_NAME,T_28_R_EMOTE_RAMPAGE_DESC,INGAME_ANIMATION_EMOTE_MALE_RAMPAGE,INGAME_ANIMATION_EMOTE_FEMALE_RAMPAGE,,,,,,,,,,,,,,
909000087,1,9,T_28_R_EMOTE_CUP_NAME,T_28_R_EMOTE_CUP_DESC,INGAME_ANIMATION_EMOTE_MALE_CUP,INGAME_ANIMATION_EMOTE_FEMALE_CUP,,,,,,,,,,,,,,
909000088,1,9,T_28_R_EMOTE_SUPERCAR_NAME,T_28_R_EMOTE_SUPERCAR_DESC,INGAME_ANIMATION_EMOTE_MALE_SUPERCAR_LEAN,INGAME_ANIMATION_EMOTE_FEMALE_SUPERCAR_LEAN,,,,,,,,,,,,,,
909000089,1,9,T_28_R_EMOTE_SUTORITO_NAME,T_28_R_EMOTE_SUTORITO_DESC,INGAME_ANIMATION_EMOTE_MALE_SUTORITO,INGAME_ANIMATION_EMOTE_FEMALE_SUTORITO,,,,,,,,,,,,,,
909000090,1,9,T_29_R_EMOTE_ASINONI_NAME,T_29_R_EMOTE_ASINONI_DESC,INGAME_ANIMATION_EMOTE_MALE_ASIANONI,INGAME_ANIMATION_EMOTE_FEMALE_ASIANONI,,,,,,,FF_VFX_Emote_Male_Cos_Asianoni,FF_VFX_Emote_Male_Cos_Asianoni_Lobby,FF_VFX_Emote_Female_Cos_Asianoni,FF_VFX_Emote_Female_Cos_Asianoni_Lobby,,,,
909000091,1,9,T_29_R_EMOTE_BIGWEAPON_NAME,T_29_R_EMOTE_BIGWEAPON_DESC,INGAME_ANIMATION_EMOTE_MALE_BIGWEAPON,INGAME_ANIMATION_EMOTE_FEMALE_BIGWEAPON,,,,,,,FF_VFX_Emote_Male_Cos_BigWeapon,FF_VFX_Emote_Male_Cos_BigWeapon_Lobby,FF_VFX_Emote_Female_Cos_BigWeapon,FF_VFX_Emote_Female_Cos_BigWeapon_Lobby,,,,
909000092,1,5,T_29_R_EMOTE_DANCESHUFFLE_NAME,T_29_R_EMOTE_DANCESHUFFLE_DESC,INGAME_ANIMATION_EMOTE_MALE_DANCESHUFFLE,INGAME_ANIMATION_EMOTE_FEMALE_DANCESHUFFLE,,,,,,,,,,,,,,
909000093,1,9,T_29_R_EMOTE_MOCOMONTH_HACKER_NAME,T_29_R_EMOTE_MOCOMONTH_HACKER_DESC,INGAME_ANIMATION_EMOTE_MALE_MOCOMONTH_HACKER,INGAME_ANIMATION_EMOTE_FEMALE_MOCOMONTH_HACKER,,,,,,,FF_VFX_Emote_Male_MocoMonth_Hacker,FF_VFX_Emote_Male_MocoMonth_Hacker_Lobby,FF_VFX_Emote_Female_MocoMonth_Hacker,FF_VFX_Emote_Female_MocoMonth_Hacker_Lobby,,,,
909000094,1,9,T_29_R_EMOTE_MOCOMONTH_UAV_NAME,T_29_R_EMOTE_MOCOMONTH_UAV_DESC,INGAME_ANIMATION_EMOTE_MALE_MOCOMONTH_UAV,INGAME_ANIMATION_EMOTE_FEMALE_MOCOMONTH_UAV,,,,,,,,,,,,,,
